sample	image	mask	label
s0578_kidney_left	__TOTALSEG_DATA_DIR__/s0578/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0578/segmentations/kidney_left.nii.gz	1
s0578_kidney_right	__TOTALSEG_DATA_DIR__/s0578/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0578/segmentations/kidney_right.nii.gz	1
s0578_liver	__TOTALSEG_DATA_DIR__/s0578/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0578/segmentations/liver.nii.gz	1
s0578_pancreas	__TOTALSEG_DATA_DIR__/s0578/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0578/segmentations/pancreas.nii.gz	1
s0578_spleen	__TOTALSEG_DATA_DIR__/s0578/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0578/segmentations/spleen.nii.gz	1
s0579_kidney_left	__TOTALSEG_DATA_DIR__/s0579/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0579/segmentations/kidney_left.nii.gz	1
s0579_kidney_right	__TOTALSEG_DATA_DIR__/s0579/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0579/segmentations/kidney_right.nii.gz	1
s0579_liver	__TOTALSEG_DATA_DIR__/s0579/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0579/segmentations/liver.nii.gz	1
s0579_pancreas	__TOTALSEG_DATA_DIR__/s0579/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0579/segmentations/pancreas.nii.gz	1
s0579_spleen	__TOTALSEG_DATA_DIR__/s0579/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0579/segmentations/spleen.nii.gz	1
s0580_liver	__TOTALSEG_DATA_DIR__/s0580/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0580/segmentations/liver.nii.gz	1
s0580_pancreas	__TOTALSEG_DATA_DIR__/s0580/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0580/segmentations/pancreas.nii.gz	1
s0580_spleen	__TOTALSEG_DATA_DIR__/s0580/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0580/segmentations/spleen.nii.gz	1
s0581_kidney_left	__TOTALSEG_DATA_DIR__/s0581/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0581/segmentations/kidney_left.nii.gz	1
s0581_kidney_right	__TOTALSEG_DATA_DIR__/s0581/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0581/segmentations/kidney_right.nii.gz	1
s0581_liver	__TOTALSEG_DATA_DIR__/s0581/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0581/segmentations/liver.nii.gz	1
s0581_pancreas	__TOTALSEG_DATA_DIR__/s0581/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0581/segmentations/pancreas.nii.gz	1
s0582_kidney_left	__TOTALSEG_DATA_DIR__/s0582/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0582/segmentations/kidney_left.nii.gz	1
s0582_liver	__TOTALSEG_DATA_DIR__/s0582/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0582/segmentations/liver.nii.gz	1
s0582_pancreas	__TOTALSEG_DATA_DIR__/s0582/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0582/segmentations/pancreas.nii.gz	1
s0582_spleen	__TOTALSEG_DATA_DIR__/s0582/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0582/segmentations/spleen.nii.gz	1
s0583_kidney_left	__TOTALSEG_DATA_DIR__/s0583/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0583/segmentations/kidney_left.nii.gz	1
s0583_kidney_right	__TOTALSEG_DATA_DIR__/s0583/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0583/segmentations/kidney_right.nii.gz	1
s0583_liver	__TOTALSEG_DATA_DIR__/s0583/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0583/segmentations/liver.nii.gz	1
s0583_pancreas	__TOTALSEG_DATA_DIR__/s0583/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0583/segmentations/pancreas.nii.gz	1
s0583_spleen	__TOTALSEG_DATA_DIR__/s0583/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0583/segmentations/spleen.nii.gz	1
s0584_kidney_left	__TOTALSEG_DATA_DIR__/s0584/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0584/segmentations/kidney_left.nii.gz	1
s0584_kidney_right	__TOTALSEG_DATA_DIR__/s0584/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0584/segmentations/kidney_right.nii.gz	1
s0584_liver	__TOTALSEG_DATA_DIR__/s0584/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0584/segmentations/liver.nii.gz	1
s0584_pancreas	__TOTALSEG_DATA_DIR__/s0584/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0584/segmentations/pancreas.nii.gz	1
s0584_spleen	__TOTALSEG_DATA_DIR__/s0584/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0584/segmentations/spleen.nii.gz	1
s0586_kidney_left	__TOTALSEG_DATA_DIR__/s0586/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0586/segmentations/kidney_left.nii.gz	1
s0586_kidney_right	__TOTALSEG_DATA_DIR__/s0586/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0586/segmentations/kidney_right.nii.gz	1
s0586_liver	__TOTALSEG_DATA_DIR__/s0586/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0586/segmentations/liver.nii.gz	1
s0586_pancreas	__TOTALSEG_DATA_DIR__/s0586/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0586/segmentations/pancreas.nii.gz	1
s0586_spleen	__TOTALSEG_DATA_DIR__/s0586/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0586/segmentations/spleen.nii.gz	1
s0587_kidney_left	__TOTALSEG_DATA_DIR__/s0587/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0587/segmentations/kidney_left.nii.gz	1
s0587_kidney_right	__TOTALSEG_DATA_DIR__/s0587/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0587/segmentations/kidney_right.nii.gz	1
s0587_liver	__TOTALSEG_DATA_DIR__/s0587/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0587/segmentations/liver.nii.gz	1
s0587_pancreas	__TOTALSEG_DATA_DIR__/s0587/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0587/segmentations/pancreas.nii.gz	1
s0587_spleen	__TOTALSEG_DATA_DIR__/s0587/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0587/segmentations/spleen.nii.gz	1
s0589_kidney_left	__TOTALSEG_DATA_DIR__/s0589/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0589/segmentations/kidney_left.nii.gz	1
s0589_kidney_right	__TOTALSEG_DATA_DIR__/s0589/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0589/segmentations/kidney_right.nii.gz	1
s0589_liver	__TOTALSEG_DATA_DIR__/s0589/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0589/segmentations/liver.nii.gz	1
s0589_pancreas	__TOTALSEG_DATA_DIR__/s0589/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0589/segmentations/pancreas.nii.gz	1
s0589_spleen	__TOTALSEG_DATA_DIR__/s0589/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0589/segmentations/spleen.nii.gz	1
s0590_kidney_left	__TOTALSEG_DATA_DIR__/s0590/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0590/segmentations/kidney_left.nii.gz	1
s0590_kidney_right	__TOTALSEG_DATA_DIR__/s0590/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0590/segmentations/kidney_right.nii.gz	1
s0590_liver	__TOTALSEG_DATA_DIR__/s0590/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0590/segmentations/liver.nii.gz	1
s0590_pancreas	__TOTALSEG_DATA_DIR__/s0590/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0590/segmentations/pancreas.nii.gz	1
s0590_spleen	__TOTALSEG_DATA_DIR__/s0590/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0590/segmentations/spleen.nii.gz	1
s0591_kidney_left	__TOTALSEG_DATA_DIR__/s0591/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0591/segmentations/kidney_left.nii.gz	1
s0591_kidney_right	__TOTALSEG_DATA_DIR__/s0591/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0591/segmentations/kidney_right.nii.gz	1
s0591_liver	__TOTALSEG_DATA_DIR__/s0591/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0591/segmentations/liver.nii.gz	1
s0591_pancreas	__TOTALSEG_DATA_DIR__/s0591/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0591/segmentations/pancreas.nii.gz	1
s0591_spleen	__TOTALSEG_DATA_DIR__/s0591/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0591/segmentations/spleen.nii.gz	1
s0592_kidney_left	__TOTALSEG_DATA_DIR__/s0592/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0592/segmentations/kidney_left.nii.gz	1
s0592_kidney_right	__TOTALSEG_DATA_DIR__/s0592/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0592/segmentations/kidney_right.nii.gz	1
s0592_liver	__TOTALSEG_DATA_DIR__/s0592/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0592/segmentations/liver.nii.gz	1
s0592_pancreas	__TOTALSEG_DATA_DIR__/s0592/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0592/segmentations/pancreas.nii.gz	1
s0592_spleen	__TOTALSEG_DATA_DIR__/s0592/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0592/segmentations/spleen.nii.gz	1
s0593_kidney_left	__TOTALSEG_DATA_DIR__/s0593/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0593/segmentations/kidney_left.nii.gz	1
s0593_kidney_right	__TOTALSEG_DATA_DIR__/s0593/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0593/segmentations/kidney_right.nii.gz	1
s0593_liver	__TOTALSEG_DATA_DIR__/s0593/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0593/segmentations/liver.nii.gz	1
s0593_pancreas	__TOTALSEG_DATA_DIR__/s0593/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0593/segmentations/pancreas.nii.gz	1
s0593_spleen	__TOTALSEG_DATA_DIR__/s0593/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0593/segmentations/spleen.nii.gz	1
s0594_liver	__TOTALSEG_DATA_DIR__/s0594/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0594/segmentations/liver.nii.gz	1
s0594_spleen	__TOTALSEG_DATA_DIR__/s0594/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0594/segmentations/spleen.nii.gz	1
s0595_liver	__TOTALSEG_DATA_DIR__/s0595/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0595/segmentations/liver.nii.gz	1
s0595_spleen	__TOTALSEG_DATA_DIR__/s0595/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0595/segmentations/spleen.nii.gz	1
s0598_kidney_right	__TOTALSEG_DATA_DIR__/s0598/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0598/segmentations/kidney_right.nii.gz	1
s0598_liver	__TOTALSEG_DATA_DIR__/s0598/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0598/segmentations/liver.nii.gz	1
s0598_pancreas	__TOTALSEG_DATA_DIR__/s0598/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0598/segmentations/pancreas.nii.gz	1
s0598_spleen	__TOTALSEG_DATA_DIR__/s0598/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0598/segmentations/spleen.nii.gz	1
s0600_kidney_left	__TOTALSEG_DATA_DIR__/s0600/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0600/segmentations/kidney_left.nii.gz	1
s0600_kidney_right	__TOTALSEG_DATA_DIR__/s0600/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0600/segmentations/kidney_right.nii.gz	1
s0600_liver	__TOTALSEG_DATA_DIR__/s0600/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0600/segmentations/liver.nii.gz	1
s0600_pancreas	__TOTALSEG_DATA_DIR__/s0600/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0600/segmentations/pancreas.nii.gz	1
s0600_spleen	__TOTALSEG_DATA_DIR__/s0600/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0600/segmentations/spleen.nii.gz	1
s0602_kidney_left	__TOTALSEG_DATA_DIR__/s0602/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0602/segmentations/kidney_left.nii.gz	1
s0602_kidney_right	__TOTALSEG_DATA_DIR__/s0602/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0602/segmentations/kidney_right.nii.gz	1
s0602_liver	__TOTALSEG_DATA_DIR__/s0602/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0602/segmentations/liver.nii.gz	1
s0602_pancreas	__TOTALSEG_DATA_DIR__/s0602/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0602/segmentations/pancreas.nii.gz	1
s0602_spleen	__TOTALSEG_DATA_DIR__/s0602/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0602/segmentations/spleen.nii.gz	1
s0603_kidney_left	__TOTALSEG_DATA_DIR__/s0603/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0603/segmentations/kidney_left.nii.gz	1
s0603_kidney_right	__TOTALSEG_DATA_DIR__/s0603/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0603/segmentations/kidney_right.nii.gz	1
s0603_liver	__TOTALSEG_DATA_DIR__/s0603/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0603/segmentations/liver.nii.gz	1
s0603_pancreas	__TOTALSEG_DATA_DIR__/s0603/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0603/segmentations/pancreas.nii.gz	1
s0603_spleen	__TOTALSEG_DATA_DIR__/s0603/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0603/segmentations/spleen.nii.gz	1
s0604_kidney_left	__TOTALSEG_DATA_DIR__/s0604/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0604/segmentations/kidney_left.nii.gz	1
s0604_liver	__TOTALSEG_DATA_DIR__/s0604/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0604/segmentations/liver.nii.gz	1
s0604_pancreas	__TOTALSEG_DATA_DIR__/s0604/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0604/segmentations/pancreas.nii.gz	1
s0604_spleen	__TOTALSEG_DATA_DIR__/s0604/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0604/segmentations/spleen.nii.gz	1
s0605_liver	__TOTALSEG_DATA_DIR__/s0605/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0605/segmentations/liver.nii.gz	1
s0605_spleen	__TOTALSEG_DATA_DIR__/s0605/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0605/segmentations/spleen.nii.gz	1
s0606_kidney_left	__TOTALSEG_DATA_DIR__/s0606/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0606/segmentations/kidney_left.nii.gz	1
s0606_kidney_right	__TOTALSEG_DATA_DIR__/s0606/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0606/segmentations/kidney_right.nii.gz	1
s0606_liver	__TOTALSEG_DATA_DIR__/s0606/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0606/segmentations/liver.nii.gz	1
s0606_pancreas	__TOTALSEG_DATA_DIR__/s0606/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0606/segmentations/pancreas.nii.gz	1
s0606_spleen	__TOTALSEG_DATA_DIR__/s0606/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0606/segmentations/spleen.nii.gz	1
s0607_kidney_left	__TOTALSEG_DATA_DIR__/s0607/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0607/segmentations/kidney_left.nii.gz	1
s0607_kidney_right	__TOTALSEG_DATA_DIR__/s0607/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0607/segmentations/kidney_right.nii.gz	1
s0607_liver	__TOTALSEG_DATA_DIR__/s0607/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0607/segmentations/liver.nii.gz	1
s0607_pancreas	__TOTALSEG_DATA_DIR__/s0607/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0607/segmentations/pancreas.nii.gz	1
s0607_spleen	__TOTALSEG_DATA_DIR__/s0607/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0607/segmentations/spleen.nii.gz	1
s0608_liver	__TOTALSEG_DATA_DIR__/s0608/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0608/segmentations/liver.nii.gz	1
s0608_spleen	__TOTALSEG_DATA_DIR__/s0608/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0608/segmentations/spleen.nii.gz	1
s0612_kidney_left	__TOTALSEG_DATA_DIR__/s0612/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0612/segmentations/kidney_left.nii.gz	1
s0612_kidney_right	__TOTALSEG_DATA_DIR__/s0612/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0612/segmentations/kidney_right.nii.gz	1
s0612_liver	__TOTALSEG_DATA_DIR__/s0612/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0612/segmentations/liver.nii.gz	1
s0612_pancreas	__TOTALSEG_DATA_DIR__/s0612/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0612/segmentations/pancreas.nii.gz	1
s0612_spleen	__TOTALSEG_DATA_DIR__/s0612/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0612/segmentations/spleen.nii.gz	1
s0613_kidney_left	__TOTALSEG_DATA_DIR__/s0613/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0613/segmentations/kidney_left.nii.gz	1
s0613_kidney_right	__TOTALSEG_DATA_DIR__/s0613/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0613/segmentations/kidney_right.nii.gz	1
s0613_liver	__TOTALSEG_DATA_DIR__/s0613/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0613/segmentations/liver.nii.gz	1
s0613_pancreas	__TOTALSEG_DATA_DIR__/s0613/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0613/segmentations/pancreas.nii.gz	1
s0613_spleen	__TOTALSEG_DATA_DIR__/s0613/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0613/segmentations/spleen.nii.gz	1
s0615_kidney_left	__TOTALSEG_DATA_DIR__/s0615/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0615/segmentations/kidney_left.nii.gz	1
s0615_kidney_right	__TOTALSEG_DATA_DIR__/s0615/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0615/segmentations/kidney_right.nii.gz	1
s0615_liver	__TOTALSEG_DATA_DIR__/s0615/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0615/segmentations/liver.nii.gz	1
s0615_pancreas	__TOTALSEG_DATA_DIR__/s0615/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0615/segmentations/pancreas.nii.gz	1
s0615_spleen	__TOTALSEG_DATA_DIR__/s0615/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0615/segmentations/spleen.nii.gz	1
s0616_kidney_left	__TOTALSEG_DATA_DIR__/s0616/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0616/segmentations/kidney_left.nii.gz	1
s0616_kidney_right	__TOTALSEG_DATA_DIR__/s0616/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0616/segmentations/kidney_right.nii.gz	1
s0616_liver	__TOTALSEG_DATA_DIR__/s0616/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0616/segmentations/liver.nii.gz	1
s0616_pancreas	__TOTALSEG_DATA_DIR__/s0616/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0616/segmentations/pancreas.nii.gz	1
s0616_spleen	__TOTALSEG_DATA_DIR__/s0616/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0616/segmentations/spleen.nii.gz	1
s0617_kidney_left	__TOTALSEG_DATA_DIR__/s0617/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0617/segmentations/kidney_left.nii.gz	1
s0617_kidney_right	__TOTALSEG_DATA_DIR__/s0617/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0617/segmentations/kidney_right.nii.gz	1
s0617_liver	__TOTALSEG_DATA_DIR__/s0617/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0617/segmentations/liver.nii.gz	1
s0617_pancreas	__TOTALSEG_DATA_DIR__/s0617/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0617/segmentations/pancreas.nii.gz	1
s0617_spleen	__TOTALSEG_DATA_DIR__/s0617/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0617/segmentations/spleen.nii.gz	1
s0618_kidney_left	__TOTALSEG_DATA_DIR__/s0618/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0618/segmentations/kidney_left.nii.gz	1
s0618_kidney_right	__TOTALSEG_DATA_DIR__/s0618/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0618/segmentations/kidney_right.nii.gz	1
s0618_liver	__TOTALSEG_DATA_DIR__/s0618/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0618/segmentations/liver.nii.gz	1
s0618_pancreas	__TOTALSEG_DATA_DIR__/s0618/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0618/segmentations/pancreas.nii.gz	1
s0618_spleen	__TOTALSEG_DATA_DIR__/s0618/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0618/segmentations/spleen.nii.gz	1
s0619_kidney_left	__TOTALSEG_DATA_DIR__/s0619/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0619/segmentations/kidney_left.nii.gz	1
s0619_kidney_right	__TOTALSEG_DATA_DIR__/s0619/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0619/segmentations/kidney_right.nii.gz	1
s0619_liver	__TOTALSEG_DATA_DIR__/s0619/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0619/segmentations/liver.nii.gz	1
s0619_pancreas	__TOTALSEG_DATA_DIR__/s0619/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0619/segmentations/pancreas.nii.gz	1
s0619_spleen	__TOTALSEG_DATA_DIR__/s0619/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0619/segmentations/spleen.nii.gz	1
s0620_kidney_left	__TOTALSEG_DATA_DIR__/s0620/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0620/segmentations/kidney_left.nii.gz	1
s0620_kidney_right	__TOTALSEG_DATA_DIR__/s0620/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0620/segmentations/kidney_right.nii.gz	1
s0620_liver	__TOTALSEG_DATA_DIR__/s0620/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0620/segmentations/liver.nii.gz	1
s0620_pancreas	__TOTALSEG_DATA_DIR__/s0620/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0620/segmentations/pancreas.nii.gz	1
s0620_spleen	__TOTALSEG_DATA_DIR__/s0620/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0620/segmentations/spleen.nii.gz	1
s0621_kidney_left	__TOTALSEG_DATA_DIR__/s0621/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0621/segmentations/kidney_left.nii.gz	1
s0621_kidney_right	__TOTALSEG_DATA_DIR__/s0621/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0621/segmentations/kidney_right.nii.gz	1
s0621_liver	__TOTALSEG_DATA_DIR__/s0621/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0621/segmentations/liver.nii.gz	1
s0621_pancreas	__TOTALSEG_DATA_DIR__/s0621/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0621/segmentations/pancreas.nii.gz	1
s0621_spleen	__TOTALSEG_DATA_DIR__/s0621/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0621/segmentations/spleen.nii.gz	1
s0623_kidney_left	__TOTALSEG_DATA_DIR__/s0623/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0623/segmentations/kidney_left.nii.gz	1
s0623_kidney_right	__TOTALSEG_DATA_DIR__/s0623/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0623/segmentations/kidney_right.nii.gz	1
s0623_liver	__TOTALSEG_DATA_DIR__/s0623/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0623/segmentations/liver.nii.gz	1
s0623_pancreas	__TOTALSEG_DATA_DIR__/s0623/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0623/segmentations/pancreas.nii.gz	1
s0623_spleen	__TOTALSEG_DATA_DIR__/s0623/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0623/segmentations/spleen.nii.gz	1
s0626_kidney_left	__TOTALSEG_DATA_DIR__/s0626/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0626/segmentations/kidney_left.nii.gz	1
s0626_kidney_right	__TOTALSEG_DATA_DIR__/s0626/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0626/segmentations/kidney_right.nii.gz	1
s0626_liver	__TOTALSEG_DATA_DIR__/s0626/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0626/segmentations/liver.nii.gz	1
s0626_pancreas	__TOTALSEG_DATA_DIR__/s0626/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0626/segmentations/pancreas.nii.gz	1
s0626_spleen	__TOTALSEG_DATA_DIR__/s0626/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0626/segmentations/spleen.nii.gz	1
s0628_kidney_left	__TOTALSEG_DATA_DIR__/s0628/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0628/segmentations/kidney_left.nii.gz	1
s0628_kidney_right	__TOTALSEG_DATA_DIR__/s0628/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0628/segmentations/kidney_right.nii.gz	1
s0628_liver	__TOTALSEG_DATA_DIR__/s0628/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0628/segmentations/liver.nii.gz	1
s0628_pancreas	__TOTALSEG_DATA_DIR__/s0628/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0628/segmentations/pancreas.nii.gz	1
s0628_spleen	__TOTALSEG_DATA_DIR__/s0628/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0628/segmentations/spleen.nii.gz	1
s0629_kidney_left	__TOTALSEG_DATA_DIR__/s0629/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0629/segmentations/kidney_left.nii.gz	1
s0629_kidney_right	__TOTALSEG_DATA_DIR__/s0629/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0629/segmentations/kidney_right.nii.gz	1
s0629_liver	__TOTALSEG_DATA_DIR__/s0629/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0629/segmentations/liver.nii.gz	1
s0629_pancreas	__TOTALSEG_DATA_DIR__/s0629/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0629/segmentations/pancreas.nii.gz	1
s0632_kidney_left	__TOTALSEG_DATA_DIR__/s0632/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0632/segmentations/kidney_left.nii.gz	1
s0632_liver	__TOTALSEG_DATA_DIR__/s0632/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0632/segmentations/liver.nii.gz	1
s0632_pancreas	__TOTALSEG_DATA_DIR__/s0632/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0632/segmentations/pancreas.nii.gz	1
s0632_spleen	__TOTALSEG_DATA_DIR__/s0632/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0632/segmentations/spleen.nii.gz	1
s0635_kidney_left	__TOTALSEG_DATA_DIR__/s0635/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0635/segmentations/kidney_left.nii.gz	1
